Model,Category,Difficulty,Video ID,Frames,Yes Count,Detection Rate,Has Detection,Top 10 Yes Confidences
DeepSeek-VL,Arrest,easy,Arrest007_x264,104,29,0.2788,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,easy,Arrest008_x264,212,75,0.3538,True,"[1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,easy,Arrest009_x264,57,41,0.7193,True,"[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.98]"
DeepSeek-VL,Arrest,easy,Arrest010_x264,87,14,0.1609,True,"[0.99, 0.99, 0.99, 0.99, 0.99, 0.93, 0.92, 0.91, 0.9, 0.89]"
DeepSeek-VL,Arrest,easy,Arrest011_x264,73,57,0.7808,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest012_x264,538,191,0.355,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest013_x264,37,4,0.1081,True,"[0.97, 0.93, 0.86, 0.83]"
DeepSeek-VL,Arrest,easy,Arrest014_x264,51,10,0.1961,True,"[1.0, 0.99, 0.99, 0.98, 0.95, 0.93, 0.91, 0.9, 0.86, 0.86]"
DeepSeek-VL,Arrest,easy,Arrest015_x264,32,16,0.5,True,"[1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.97, 0.97, 0.97, 0.97]"
DeepSeek-VL,Arrest,easy,Arrest016_x264,352,332,0.9432,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest017_x264,114,17,0.1491,True,"[0.96, 0.96, 0.96, 0.95, 0.94, 0.92, 0.92, 0.91, 0.9, 0.9]"
DeepSeek-VL,Arrest,easy,Arrest018_x264,81,26,0.321,True,"[0.97, 0.97, 0.97, 0.96, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93]"
DeepSeek-VL,Arrest,easy,Arrest019_x264,46,25,0.5435,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.98]"
DeepSeek-VL,Arrest,easy,Arrest020_x264,98,54,0.551,True,"[1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.98]"
DeepSeek-VL,Arrest,easy,Arrest021_x264,291,252,0.866,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest022_x264,53,27,0.5094,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,easy,Arrest023_x264,60,29,0.4833,True,"[0.99, 0.99, 0.98, 0.98, 0.97, 0.97, 0.96, 0.96, 0.95, 0.94]"
DeepSeek-VL,Arrest,easy,Arrest024_x264,120,68,0.5667,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99]"
DeepSeek-VL,Arrest,easy,Arrest025_x264,35,35,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest026_x264,216,216,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest027_x264,56,14,0.25,True,"[0.97, 0.96, 0.96, 0.94, 0.94, 0.94, 0.94, 0.91, 0.9, 0.86]"
DeepSeek-VL,Arrest,easy,Arrest028_x264,83,81,0.9759,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest029_x264,258,226,0.876,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest030_x264,288,198,0.6875,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest031_x264,61,6,0.0984,True,"[0.99, 0.96, 0.96, 0.95, 0.85, 0.84]"
DeepSeek-VL,Arrest,easy,Arrest032_x264,56,55,0.9821,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest033_x264,258,208,0.8062,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest034_x264,387,299,0.7726,True,"[0.99, 0.99, 0.99, 0.99, 0.99, 0.98, 0.98, 0.98, 0.98, 0.98]"
DeepSeek-VL,Arrest,easy,Arrest035_x264,206,69,0.335,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest036_x264,127,59,0.4646,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,easy,Arrest037_x264,71,62,0.8732,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest038_x264,73,71,0.9726,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest039_x264,527,211,0.4004,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99]"
DeepSeek-VL,Arrest,easy,Arrest040_x264,59,7,0.1186,True,"[0.92, 0.88, 0.88, 0.84, 0.84, 0.84, 0.83]"
DeepSeek-VL,Arrest,easy,Arrest041_x264,128,19,0.1484,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,easy,Arrest042_x264,53,27,0.5094,True,"[1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.97, 0.97, 0.96]"
DeepSeek-VL,Arrest,easy,Arrest043_x264,359,132,0.3677,True,"[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.98, 0.98, 0.98]"
DeepSeek-VL,Arrest,easy,Arrest044_x264,113,49,0.4336,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest046_x264,262,252,0.9618,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest047_x264,2102,1354,0.6441,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest048_x264,135,95,0.7037,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest049_x264,393,278,0.7074,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,easy,Arrest050_x264,245,184,0.751,True,"[1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,easy,Arrest051_x264,360,65,0.1806,True,"[0.99, 0.99, 0.97, 0.97, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96]"
DeepSeek-VL,Arrest,hard,Arrest001_x264,79,20,0.2532,True,"[1.0, 1.0, 1.0, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.96]"
DeepSeek-VL,Arrest,hard,Arrest002_x264,59,59,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest003_x264,101,101,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest004_x264,120,113,0.9417,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest005_x264,122,122,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest006_x264,103,87,0.8447,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest007_x264,104,76,0.7308,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest008_x264,212,158,0.7453,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest009_x264,57,51,0.8947,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest010_x264,87,29,0.3333,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,hard,Arrest011_x264,73,73,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest012_x264,538,536,0.9963,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest013_x264,37,10,0.2703,True,"[0.97, 0.94, 0.93, 0.92, 0.92, 0.92, 0.9, 0.9, 0.9, 0.88]"
DeepSeek-VL,Arrest,hard,Arrest014_x264,51,47,0.9216,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99]"
DeepSeek-VL,Arrest,hard,Arrest015_x264,32,28,0.875,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest016_x264,352,352,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest017_x264,114,114,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest018_x264,81,59,0.7284,True,"[1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,hard,Arrest019_x264,46,39,0.8478,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest020_x264,98,91,0.9286,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest021_x264,291,282,0.9691,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest022_x264,53,52,0.9811,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest023_x264,60,60,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest024_x264,120,120,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest025_x264,35,35,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest026_x264,216,216,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest027_x264,56,54,0.9643,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99]"
DeepSeek-VL,Arrest,hard,Arrest028_x264,83,82,0.988,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest029_x264,258,247,0.9574,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest030_x264,288,288,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest031_x264,61,61,1.0,True,"[1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,hard,Arrest032_x264,56,56,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest033_x264,258,244,0.9457,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest034_x264,387,387,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest035_x264,206,165,0.801,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest036_x264,127,127,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest037_x264,71,71,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest038_x264,73,73,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest039_x264,527,303,0.575,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest040_x264,59,19,0.322,True,"[0.96, 0.95, 0.95, 0.94, 0.94, 0.94, 0.93, 0.93, 0.92, 0.92]"
DeepSeek-VL,Arrest,hard,Arrest041_x264,128,120,0.9375,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest042_x264,53,52,0.9811,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest043_x264,359,358,0.9972,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest044_x264,113,74,0.6549,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest046_x264,262,256,0.9771,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest047_x264,2102,1765,0.8397,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest048_x264,135,117,0.8667,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest049_x264,393,379,0.9644,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest050_x264,245,216,0.8816,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,hard,Arrest051_x264,360,288,0.8,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest001_x264,79,4,0.0506,True,"[0.99, 0.99, 0.98, 0.9]"
DeepSeek-VL,Arrest,medium,Arrest002_x264,59,53,0.8983,True,"[1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest003_x264,101,95,0.9406,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest004_x264,120,103,0.8583,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest005_x264,122,119,0.9754,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest006_x264,103,77,0.7476,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest007_x264,104,42,0.4038,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest008_x264,212,103,0.4858,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest009_x264,57,45,0.7895,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest010_x264,87,14,0.1609,True,"[1.0, 1.0, 1.0, 1.0, 0.99, 0.97, 0.95, 0.94, 0.93, 0.9]"
DeepSeek-VL,Arrest,medium,Arrest011_x264,73,63,0.863,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest012_x264,538,392,0.7286,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest013_x264,37,4,0.1081,True,"[0.97, 0.94, 0.85, 0.84]"
DeepSeek-VL,Arrest,medium,Arrest014_x264,51,12,0.2353,True,"[1.0, 0.99, 0.99, 0.99, 0.97, 0.97, 0.95, 0.94, 0.91, 0.9]"
DeepSeek-VL,Arrest,medium,Arrest015_x264,32,20,0.625,True,"[1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.98, 0.98, 0.98]"
DeepSeek-VL,Arrest,medium,Arrest016_x264,352,345,0.9801,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest017_x264,114,40,0.3509,True,"[0.99, 0.99, 0.98, 0.97, 0.97, 0.97, 0.97, 0.97, 0.96, 0.95]"
DeepSeek-VL,Arrest,medium,Arrest018_x264,81,26,0.321,True,"[0.98, 0.98, 0.97, 0.96, 0.96, 0.95, 0.94, 0.94, 0.94, 0.93]"
DeepSeek-VL,Arrest,medium,Arrest019_x264,46,25,0.5435,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest020_x264,98,62,0.6327,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest021_x264,291,276,0.9485,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest022_x264,53,44,0.8302,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest023_x264,60,60,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest024_x264,120,75,0.625,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest025_x264,35,35,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest026_x264,216,216,1.0,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest027_x264,56,20,0.3571,True,"[0.99, 0.98, 0.97, 0.96, 0.96, 0.95, 0.94, 0.94, 0.93, 0.91]"
DeepSeek-VL,Arrest,medium,Arrest028_x264,83,82,0.988,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest029_x264,258,234,0.907,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest030_x264,288,262,0.9097,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest031_x264,61,8,0.1311,True,"[1.0, 0.99, 0.99, 0.99, 0.97, 0.94, 0.85, 0.84]"
DeepSeek-VL,Arrest,medium,Arrest032_x264,56,55,0.9821,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest033_x264,258,218,0.845,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest034_x264,387,346,0.8941,True,"[1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest035_x264,206,74,0.3592,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest036_x264,127,71,0.5591,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest037_x264,71,65,0.9155,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest038_x264,73,72,0.9863,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest039_x264,527,209,0.3966,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest040_x264,59,5,0.0847,True,"[0.89, 0.87, 0.86, 0.85, 0.85]"
DeepSeek-VL,Arrest,medium,Arrest041_x264,128,47,0.3672,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest042_x264,53,37,0.6981,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest043_x264,359,261,0.727,True,"[1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99]"
DeepSeek-VL,Arrest,medium,Arrest044_x264,113,59,0.5221,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest046_x264,262,254,0.9695,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest047_x264,2102,1487,0.7074,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest048_x264,135,97,0.7185,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest049_x264,393,299,0.7608,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest050_x264,245,184,0.751,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
DeepSeek-VL,Arrest,medium,Arrest051_x264,360,138,0.3833,True,"[1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.97]"
DeepSeek-VL,Arson,easy,Arson001_x264,139,20,0.1439,True,"[1.0, 0.99, 0.98, 0.97, 0.97, 0.97, 0.96, 0.96, 0.96, 0.96]"
DeepSeek-VL,Arson,easy,Arson002_x264,147,17,0.1156,True,"[0.99, 0.98, 0.97, 0.96, 0.96, 0.94, 0.88, 0.88, 0.88, 0.86]"
DeepSeek-VL,Arson,easy,Arson003_x264,133,37,0.2782,True,"[1.0, 1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.98, 0.96, 0.96]"
DeepSeek-VL,Arson,easy,Arson005_x264,39,17,0.4359,True,"[1.0, 1.0, 0.99, 0.99, 0.99, 0.99, 0.99, 0.97, 0.97, 0.96]"
DeepSeek-VL,Arson,easy,Arson006_x264,93,6,0.0645,True,"[1.0, 1.0, 1.0, 0.97, 0.86, 0.86]"
DeepSeek-VL,Arson,easy,Arson007_x264,208,1,0.0048,True,[0.83]
DeepSeek-VL,Arson,easy,Arson008_x264,40,1,0.025,True,[0.88]
DeepSeek-VL,Arson,easy,Arson009_x264,24,12,0.5,True,"[1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.97, 0.95, 0.93, 0.93]"
DeepSeek-VL,Arson,easy,Arson010_x264,105,0,0.0,False,[]
DeepSeek-VL,Arson,easy,Arson011_x264,42,9,0.2143,True,"[0.96, 0.96, 0.96, 0.92, 0.9, 0.85, 0.84, 0.84, 0.83]"
DeepSeek-VL,Arson,easy,Arson012_x264,29,4,0.1379,True,"[1.0, 1.0, 0.96, 0.86]"
DeepSeek-VL,Arson,easy,Arson013_x264,212,9,0.0425,True,"[0.95, 0.89, 0.89, 0.88, 0.87, 0.86, 0.85, 0.83, 0.83]"
DeepSeek-VL,Arson,easy,Arson014_x264,87,2,0.023,True,"[0.96, 0.95]"
DeepSeek-VL,Arson,easy,Arson015_x264,341,52,0.1525,True,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.99]"
